timestamp,city,temperature,light,airquality_raw,sound,humidity,dust
2015-02-16T17:00:00.000Z,Rio de Janeiro,33.1047468066796,1489.61689140139,30.7101242021359,1695.06773708295,47.3903388078427,645.363645491321
2015-02-16T18:00:00.000Z,Rio de Janeiro,33.2134895265386,1654.62229020527,31.6042556188968,1690.25826559477,48.8043659725943,604.263468057703
2015-02-16T19:00:00.000Z,Rio de Janeiro,33.0351247409139,897.967352823038,31.6350170490917,1682.85828759479,49.5997004224772,626.475242355603
2015-02-16T20:00:00.000Z,Rio de Janeiro,32.7239214822551,325.4010003885,31.8917882922489,1679.86794217049,50.7954797033986,572.831767384621
2015-02-16T21:00:00.000Z,Rio de Janeiro,32.3347826858307,52.3748412559984,32.4033896266199,1659.12529481726,51.2673187039959,585.162408387631
2015-02-16T22:00:00.000Z,Rio de Janeiro,32.0949551625697,1.28956743002545,33.2304873878073,1643.36439157549,51.77239686978,607.273546489182
2015-02-16T23:00:00.000Z,Rio de Janeiro,32.0382727335611,1.5981017067224,32.86940884023,1637.24702248386,51.3974469791774,578.263575432526
2015-02-17T00:00:00.000Z,Rio de Janeiro,32.0206707112489,1.82271856495994,32.2547959475829,1654.98595086507,51.2085319266751,585.530640151148
2015-02-17T01:00:00.000Z,Rio de Janeiro,32.0662771941106,1.07019230769231,32.3773656428473,1628.53187708118,51.4014165381754,557.64128379507
2015-02-17T02:00:00.000Z,Rio de Janeiro,32.1374173010307,0.214337106256032,33.7018724398944,1561.69797170592,51.8932385734399,838.1358052969
2015-02-17T03:00:00.000Z,Rio de Janeiro,32.246980197932,0.00712468193384224,33.5681831860541,1569.54701779087,52.0572386598987,637.829607230708
2015-02-17T04:00:00.000Z,Rio de Janeiro,32.0526223360093,0.0037423148890671,33.910126039757,1579.71686051127,52.5833662239923,616.748213246286
2015-02-17T05:00:00.000Z,Rio de Janeiro,31.8637945264803,0.0819338422391858,34.213188031771,1566.6628828548,53.3774954265487,891.782517342307
2015-02-17T06:00:00.000Z,Rio de Janeiro,31.586549931668,0,33.9933207086613,1564.53571783751,54.2231672260892,810.838770564282
2015-02-17T07:00:00.000Z,Rio de Janeiro,31.5464603883915,0,34.3157880649743,1571.6657155663,54.7824581888141,760.998826140833
2015-02-17T08:00:00.000Z,Rio de Janeiro,31.4035840623789,29.5510813584866,34.6404786514021,1564.92486434893,55.4532930770296,676.31913825292
2015-02-17T09:00:00.000Z,Rio de Janeiro,31.6906823576247,631.211183538159,35.1194242254605,1560.17898003864,55.2596360838661,704.832238416112
2015-02-17T10:00:00.000Z,Rio de Janeiro,32.6008308538247,2474.78815866102,36.0960881347261,1577.5247536057,53.4014587048003,861.705831655176
2015-02-17T11:00:00.000Z,Rio de Janeiro,34.4716880815343,4711.56953279039,37.316261409415,1573.27148749686,49.4437109644891,771.392467719067
2015-02-17T12:00:00.000Z,Rio de Janeiro,34.8120755034138,3676.81332674158,36.1839629705352,1595.04850439562,48.6163565349061,816.948152365404
2015-02-17T13:00:00.000Z,Rio de Janeiro,35.506633099555,3756.76523939305,38.5587609026126,1604.31130946839,46.9355126230352,815.26450460531
2015-02-17T14:00:00.000Z,Rio de Janeiro,36.0379990081009,3906.57667463513,34.7974305319384,1594.40954962476,45.1960005745584,790.079412856437
2015-02-17T15:00:00.000Z,Rio de Janeiro,36.0576570310628,3622.97780706209,33.6932391140608,1563.93031397205,44.8763891955158,882.379099239462
2015-02-17T16:00:00.000Z,Rio de Janeiro,36.0493366782665,3592.76319658936,32.8679476147795,1552.8862756423,45.4536728408075,874.154976807706
